employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
17089,6,22,1,0,3,1,30,5.0,5,1,0,87,1
8306,2,15,1,0,1,1,32,5.0,9,1,0,64,1
42546,4,21,2,1,3,1,33,5.0,7,1,0,68,1
6647,2,4,1,0,3,1,52,5.0,15,1,1,81,1
32842,1,16,2,0,3,2,36,4.0,9,1,0,43,1
61657,3,28,2,1,3,1,30,3.0,1,1,0,77,1
39552,5,22,2,0,1,3,29,5.0,5,0,1,85,1
25529,5,17,2,0,3,2,27,3.0,1,1,0,84,1
30924,5,25,2,0,1,1,30,4.0,9,1,0,82,1
36935,3,7,2,0,3,3,27,5.0,2,1,0,78,1
15354,4,33,2,1,1,1,32,5.0,5,1,0,69,1
2014,3,7,2,0,3,4,33,5.0,7,0,0,81,1
42967,2,29,2,0,3,1,43,1.0,13,1,0,59,1
1018,2,22,1,0,3,3,35,4.0,4,1,0,54,1
23071,2,4,2,1,1,1,40,4.0,7,1,0,90,1
20462,2,2,2,0,3,1,30,5.0,7,0,1,72,1
73900,1,2,2,0,3,1,52,5.0,5,0,1,67,1
15395,1,2,1,0,2,2,37,3.0,5,0,0,65,1
39476,6,22,2,0,3,1,29,3.0,1,1,0,57,1
62088,3,7,1,1,1,2,45,3.0,2,1,0,78,1
41004,5,2,2,0,1,2,29,3.0,2,1,0,84,1
38688,1,31,2,0,1,1,35,4.0,10,1,0,50,1
41609,1,11,2,0,1,1,35,5.0,10,1,0,49,1
54987,3,21,1,0,1,2,35,4.0,3,1,0,82,1
65382,4,2,2,1,3,1,28,3.0,3,1,0,70,1
40165,4,14,2,1,3,1,32,4.0,4,1,0,83,1
1824,1,13,1,0,3,1,38,3.0,10,1,0,54,1
10974,4,2,2,0,1,2,55,5.0,6,0,0,86,1
253,1,28,1,0,3,1,32,4.0,6,1,0,52,1
32963,5,22,2,0,2,2,28,5.0,4,1,0,80,1
20924,2,2,1,0,3,1,39,3.0,5,0,0,78,1
53556,7,4,2,1,1,1,27,5.0,4,1,0,53,1
40563,1,22,2,0,1,1,25,3.0,1,1,0,48,1
38064,4,4,2,0,3,1,31,5.0,2,1,0,70,1
4146,3,21,2,0,3,2,32,3.0,4,1,0,80,1
73907,1,4,1,0,1,1,31,3.0,2,0,0,63,1
1315,5,28,2,0,3,1,35,3.0,7,0,0,80,1
67581,4,16,2,1,1,1,32,5.0,5,1,0,68,1
36580,3,1,1,1,1,1,38,3.0,10,1,0,83,1
24035,2,2,2,0,1,1,35,5.0,6,0,1,72,1
64637,8,22,1,0,3,2,33,4.0,4,0,0,86,1
10799,4,2,2,0,3,1,30,3.0,6,1,0,71,1
69577,2,2,2,0,3,1,39,4.0,3,0,0,74,1
6148,1,7,2,1,1,1,37,5.0,3,1,0,52,1
9119,4,20,2,0,1,1,29,5.0,3,1,0,84,1
1354,5,15,2,0,1,2,29,4.0,3,1,0,80,1
69072,4,4,1,0,3,2,35,5.0,6,1,0,69,1
51179,1,4,1,0,1,1,34,5.0,3,0,0,63,1
4197,2,13,2,1,1,1,39,3.0,7,1,0,59,1
59353,4,4,1,0,1,1,38,3.0,4,1,0,73,1
75929,3,16,2,0,1,2,26,5.0,4,0,0,89,1
26764,6,30,2,0,1,1,28,3.0,1,0,0,77,1
75405,4,23,1,0,3,1,37,5.0,5,0,0,85,1
12580,4,2,1,1,3,1,36,3.0,8,0,0,84,1
62430,4,10,1,0,3,2,34,5.0,9,1,0,72,1
73347,4,2,2,0,1,1,31,5.0,8,0,0,93,1
11562,7,22,1,1,1,1,37,4.0,9,1,0,50,1
63287,5,20,2,0,3,1,33,5.0,9,1,0,92,1
63768,7,2,1,1,3,1,50,3.0,19,1,0,51,1
26052,1,6,2,0,3,2,26,5.0,2,1,0,52,1
19658,2,23,1,0,3,1,40,5.0,6,1,0,58,1
18744,1,27,2,0,3,1,31,5.0,7,0,0,61,1
7260,3,13,2,1,3,1,28,5.0,2,0,0,99,1
47241,4,2,1,1,3,1,35,4.0,8,1,0,72,1
74500,4,13,1,1,3,1,37,4.0,8,1,0,73,1
23587,2,2,2,0,1,1,29,5.0,2,0,0,76,1
20668,5,28,2,0,1,1,37,3.0,7,1,1,92,1
11231,1,4,1,0,3,1,37,5.0,10,1,0,48,1
40947,2,22,2,0,3,3,37,5.0,8,1,0,63,1
4432,3,7,1,0,1,1,31,5.0,6,1,0,81,1
57941,3,22,1,0,1,2,37,5.0,3,1,0,79,1
37407,3,2,1,1,3,3,31,4.0,8,1,0,78,1
134,4,20,2,0,3,1,34,5.0,8,1,0,87,1
57924,9,31,2,0,3,3,32,5.0,2,1,1,94,1
18470,4,17,2,1,3,1,46,5.0,4,0,1,90,1
38560,2,12,2,1,1,1,31,5.0,3,1,0,61,1
52274,1,2,2,0,3,1,51,4.0,7,1,0,81,1
18870,5,22,2,1,3,2,28,5.0,4,0,0,87,1
5557,3,2,2,1,3,1,27,3.0,1,0,0,83,1
33273,2,25,1,1,3,1,35,3.0,3,1,1,60,1
31875,3,2,2,0,1,2,35,4.0,3,1,0,83,1
68210,3,2,2,0,3,1,26,3.0,1,1,0,79,1
67934,4,2,1,1,3,1,40,3.0,7,1,0,63,1
4986,5,22,2,0,3,4,26,2.0,3,1,0,80,1
39716,3,31,2,0,3,1,25,3.0,1,1,0,78,1
68144,8,22,2,0,3,3,29,3.0,3,0,0,83,1
13947,2,2,1,0,3,1,37,3.0,9,0,0,72,1
50276,4,19,2,1,3,1,31,5.0,5,0,0,82,1
20837,5,23,1,0,1,1,38,3.0,4,0,0,86,1
59991,1,28,2,0,3,1,32,5.0,2,1,0,51,1
46787,5,28,1,0,1,2,35,3.0,8,1,0,85,1
40266,1,11,2,0,1,1,29,2.0,6,1,0,51,1
67247,3,12,2,0,1,2,27,3.0,1,1,0,82,1
72555,3,22,2,1,3,1,38,4.0,5,1,0,78,1
64243,5,22,2,1,3,2,26,3.0,1,1,0,83,1
50836,2,7,2,1,1,1,43,3.0,13,0,0,71,1
71964,2,15,2,0,1,1,37,5.0,4,0,1,73,1
46066,3,2,1,1,2,1,36,5.0,9,1,0,75,1
18345,6,25,2,0,1,2,32,3.0,9,1,0,63,1
10720,6,4,2,0,1,1,31,3.0,6,1,0,61,1
37239,3,28,1,0,1,1,35,4.0,8,1,0,79,1
20873,2,23,2,1,1,1,37,3.0,5,0,0,61,1
70475,4,11,2,1,3,1,32,5.0,2,1,0,66,1
22218,2,22,2,1,2,1,36,5.0,7,0,0,68,1
63557,4,10,1,0,3,1,33,5.0,2,1,1,91,1
67439,4,2,2,1,3,1,26,3.0,2,1,0,67,1
11370,1,23,2,0,1,1,35,3.0,7,1,0,50,1
47361,2,22,1,0,1,1,51,3.0,21,1,0,58,1
75012,1,12,2,0,3,3,28,3.0,1,1,0,47,1
28782,1,17,1,0,1,1,35,3.0,10,1,0,48,1
31117,1,27,2,0,3,2,32,4.0,7,1,0,83,1
55860,1,2,2,0,1,2,38,4.0,7,1,0,46,1
8916,1,25,2,0,1,1,27,2.0,6,0,0,86,1
56379,5,22,2,1,3,1,26,3.0,2,0,0,87,1
43439,4,2,1,0,3,1,36,5.0,6,1,0,70,1
18398,8,2,1,0,3,1,42,5.0,5,0,0,81,1
70174,6,19,2,0,1,1,29,3.0,3,0,0,73,1
33019,4,31,2,1,3,3,31,3.0,6,1,1,99,1
39598,7,4,2,0,1,1,27,3.0,4,1,0,52,1
64621,3,22,2,0,3,2,28,5.0,3,0,1,89,1
11884,1,2,1,1,1,1,40,5.0,4,1,0,47,1
11622,2,22,2,1,3,2,32,5.0,3,0,0,77,1
21710,1,7,2,0,3,1,29,5.0,2,1,1,55,1
24535,2,22,1,0,3,1,35,5.0,9,1,0,61,1
62051,1,7,1,0,3,2,35,5.0,9,1,0,52,1
26259,2,27,2,1,3,1,30,5.0,5,1,0,96,1
20823,2,22,2,0,3,1,34,4.0,5,1,0,68,1
71572,4,8,2,0,3,1,29,4.0,5,1,0,79,1
48387,1,7,1,0,1,2,34,5.0,5,1,0,50,1
66901,1,2,2,0,1,1,54,4.0,4,1,1,43,1
36853,4,13,1,1,1,1,32,5.0,6,1,0,65,1
53363,5,22,2,0,1,1,25,5.0,2,1,0,85,1
4633,2,2,1,1,3,1,49,3.0,18,0,0,69,1
20905,4,7,1,1,1,1,37,3.0,9,0,0,81,1
51176,6,30,2,0,1,1,28,3.0,3,1,1,61,1
18896,1,2,2,0,3,1,28,4.0,4,1,0,59,1
33290,8,2,1,1,3,1,33,3.0,1,0,0,87,1
69528,5,22,2,0,3,2,29,4.0,2,1,0,87,1
26577,5,11,2,0,3,1,30,2.0,7,1,0,98,1
38118,4,7,1,0,1,1,44,5.0,11,0,1,83,1
51436,7,22,2,1,1,1,27,3.0,2,1,0,46,1
68817,3,22,2,0,1,1,29,4.0,2,0,0,96,1
25483,9,27,2,0,1,1,27,3.0,1,0,0,73,1
68476,5,7,1,0,1,1,37,2.0,5,0,0,87,1
22277,2,31,1,1,3,1,34,3.0,3,1,0,59,1
49588,1,25,2,0,1,1,36,5.0,5,1,0,51,1
24001,3,13,2,0,3,1,37,3.0,10,0,0,83,1
78186,3,2,2,0,3,2,38,5.0,9,0,0,82,1
37123,1,7,1,0,1,1,33,4.0,7,1,0,60,1
54118,1,1,2,0,1,1,33,3.0,4,1,0,93,1
48478,3,28,1,0,3,1,38,5.0,6,0,0,90,1
64992,2,4,2,1,1,1,29,4.0,5,1,0,92,1
35217,2,14,2,1,3,1,38,5.0,10,1,0,61,1
41343,5,30,2,0,1,1,29,3.0,5,1,0,87,1
49101,4,13,2,1,1,1,29,5.0,3,1,0,69,1
5647,1,15,2,0,3,1,30,5.0,2,1,0,47,1
20636,6,22,2,0,3,1,25,1.0,3,0,1,67,1
65478,3,2,1,0,1,2,46,3.0,3,1,0,80,1
12980,1,28,2,0,1,1,32,5.0,6,0,0,90,1
23725,3,23,1,0,3,1,34,5.0,3,1,0,79,1
69309,1,2,2,0,3,2,36,4.0,8,1,0,42,1
32376,3,15,1,0,3,2,37,5.0,10,0,0,81,1
58432,2,2,1,1,1,1,41,4.0,9,0,1,93,1
22884,5,24,2,0,3,1,30,5.0,4,0,0,84,1
35062,5,30,2,0,1,1,32,5.0,9,1,0,85,1
47268,1,6,2,0,3,1,42,5.0,16,0,0,61,1
50896,3,16,2,0,1,1,28,5.0,5,0,0,82,1
45176,4,8,2,0,3,1,26,3.0,1,0,1,83,1
37027,1,13,2,0,1,1,31,3.0,7,1,0,50,1
40558,1,7,2,0,2,1,28,5.0,1,0,1,63,1
67291,2,10,2,0,1,1,32,5.0,8,0,0,71,1
56867,6,7,1,1,3,1,35,4.0,9,1,0,58,1
11083,4,14,2,0,3,1,27,5.0,2,1,0,70,1
38702,4,20,1,1,1,1,32,5.0,4,1,0,67,1
8936,3,23,1,1,3,3,35,4.0,3,1,1,78,1
56310,7,2,2,1,3,1,31,5.0,6,1,1,91,1
70043,3,23,1,0,3,1,39,5.0,12,1,0,81,1
34507,2,2,1,0,3,1,48,1.0,5,1,0,65,1
53638,1,4,2,0,3,1,42,4.0,11,1,0,97,1
18948,1,15,2,1,1,1,33,3.0,8,0,0,93,1
67286,1,16,2,0,3,1,25,3.0,2,1,0,51,1
69152,2,13,1,1,3,1,35,5.0,10,0,0,68,1
67654,3,7,1,0,3,1,39,5.0,5,1,0,79,1
17520,2,2,2,1,3,1,30,3.0,6,1,0,58,1
16095,2,7,1,1,1,1,41,2.0,11,0,0,70,1
7014,2,31,1,0,1,2,42,3.0,4,0,0,68,1
44506,3,25,2,1,3,1,30,5.0,4,1,0,81,1
47910,2,31,2,0,3,2,32,3.0,4,1,0,61,1
26574,1,7,2,0,1,1,32,4.0,6,1,0,47,1
70691,3,16,2,0,3,1,27,3.0,1,0,1,91,1
64542,2,22,2,0,3,1,30,3.0,4,1,1,59,1
32432,7,2,1,0,3,2,43,5.0,13,0,0,60,1
72817,2,4,1,0,1,1,56,5.0,7,1,1,58,1
70262,4,13,1,1,1,1,39,5.0,5,0,1,84,1
65369,2,22,2,1,3,1,38,4.0,5,1,0,63,1
49674,5,28,1,0,3,1,40,1.0,6,1,0,84,1
45027,6,30,2,1,3,1,28,3.0,3,1,0,58,1
14861,1,27,2,0,3,1,33,5.0,6,1,0,97,1
30604,2,31,1,1,1,1,44,3.0,16,0,0,74,1
45422,1,2,2,0,2,1,29,5.0,2,0,0,61,1
22818,3,2,2,1,3,2,28,3.0,1,0,0,82,1
56054,2,2,1,0,3,1,48,5.0,7,0,0,69,1
72918,1,2,2,1,3,1,31,5.0,6,0,0,64,1
53846,6,15,2,0,1,1,27,4.0,2,1,0,57,1
62973,6,4,2,0,1,1,26,3.0,4,1,0,54,1
53300,1,11,2,1,1,1,27,5.0,2,1,0,46,1
59411,1,2,2,0,1,1,37,5.0,11,1,1,90,1
52606,4,7,2,0,3,3,25,5.0,2,0,0,82,1
1611,7,13,2,0,3,1,41,5.0,4,0,0,60,1
60944,2,2,1,1,3,1,58,5.0,16,0,0,90,1
50002,5,22,2,0,1,2,31,3.0,2,1,0,88,1
66370,1,23,2,0,1,1,28,3.0,3,0,0,60,1
60688,3,11,2,0,1,1,30,5.0,4,1,0,80,1
48998,5,22,2,0,1,1,26,4.0,6,1,0,85,1
22862,4,4,1,0,1,1,38,5.0,3,1,0,70,1
74504,4,16,1,0,3,1,36,5.0,8,1,0,67,1
71916,1,1,2,0,1,1,29,3.0,6,1,1,88,1
20532,1,2,2,0,1,2,33,2.0,4,1,0,50,1
4838,5,22,2,0,3,1,28,3.0,1,1,0,86,1
42590,3,23,2,1,3,2,29,3.0,2,1,0,93,1
26702,5,26,2,0,3,1,42,3.0,7,1,0,81,1
67974,5,23,1,0,1,2,35,5.0,7,0,0,99,1
8187,4,2,2,1,1,1,39,3.0,13,0,0,83,1
13578,1,2,2,0,3,1,56,5.0,5,1,0,93,1
11918,4,7,1,0,1,1,59,3.0,3,1,0,74,1
70080,4,2,1,1,3,1,34,5.0,8,1,0,69,1
61841,3,17,2,0,3,1,32,3.0,4,1,0,77,1
32812,5,22,2,0,3,1,29,3.0,2,1,0,84,1
61739,3,2,1,0,1,1,34,3.0,2,0,0,84,1
665,2,2,1,1,1,1,54,5.0,11,1,0,58,1
8745,4,8,2,1,1,1,31,5.0,3,0,0,87,1
16119,2,15,2,0,3,2,32,5.0,3,1,0,64,1
60422,1,7,2,0,3,2,46,5.0,8,1,0,50,1
3781,1,16,2,1,1,1,33,5.0,4,1,0,50,1
59936,2,8,2,1,3,1,33,4.0,6,0,0,66,1
3033,1,7,2,0,1,1,31,2.0,2,0,0,62,1
76130,6,22,2,1,3,1,31,5.0,5,0,0,70,1
26536,2,22,1,1,2,2,38,5.0,8,0,0,72,1
48017,1,2,2,0,3,2,37,4.0,9,1,0,64,1
67421,6,28,2,1,3,2,27,4.0,3,0,0,93,1
27890,1,4,1,0,3,1,32,5.0,6,0,0,64,1
10697,3,27,2,0,1,1,24,3.0,2,0,0,89,1
27171,5,22,2,0,3,3,28,3.0,5,0,0,85,1
47,1,1,2,0,3,1,34,1.0,10,1,0,82,1
11530,5,2,1,0,3,3,59,5.0,25,1,0,89,1
22694,6,2,2,1,1,1,39,3.0,4,0,0,75,1
50522,1,2,1,0,3,1,54,4.0,15,1,0,47,1
42414,1,7,2,0,3,2,35,3.0,7,1,0,51,1
37116,4,7,2,1,3,1,23,4.0,2,1,0,67,1
51645,5,2,1,0,3,1,58,5.0,29,1,0,86,1
59458,3,2,1,0,3,1,57,3.0,17,0,0,82,1
38873,7,2,1,1,3,1,48,3.0,5,1,0,49,1
43731,6,22,2,0,3,1,24,3.0,3,0,0,91,1
39358,4,27,2,0,3,1,33,5.0,3,1,0,74,1
45526,2,2,2,1,1,2,33,5.0,5,0,0,73,1
37303,1,23,2,0,3,1,43,4.0,10,1,0,61,1
30899,2,2,2,1,3,1,56,5.0,17,0,0,88,1
3346,1,1,2,0,1,1,34,3.0,7,1,0,54,1
24423,1,2,2,1,3,1,27,3.0,1,1,0,93,1
35159,4,2,1,0,1,1,39,5.0,14,1,0,93,1
62103,2,2,2,1,3,1,43,5.0,14,1,0,61,1
5884,2,31,2,0,3,1,35,4.0,10,0,0,74,1
57832,2,22,2,1,1,3,33,5.0,7,1,0,65,1
34856,3,2,1,0,3,2,35,3.0,3,1,0,77,1
7429,2,4,1,1,3,1,35,4.0,7,1,0,55,1
14021,1,14,2,0,1,1,48,3.0,7,1,0,47,1
71147,5,22,2,0,1,1,26,4.0,1,1,0,84,1
1991,2,4,1,1,1,1,43,5.0,4,0,0,77,1
11031,2,2,2,0,3,5,25,5.0,2,1,0,60,1
57973,1,27,2,0,3,1,30,5.0,7,1,0,48,1
41765,4,2,2,0,1,1,30,3.0,3,0,0,99,1
56460,4,20,1,0,3,1,38,4.0,7,1,0,73,1
16197,2,7,2,0,3,2,30,5.0,8,1,0,60,1
55679,2,4,1,0,1,1,41,4.0,15,0,0,71,1
24941,4,2,1,1,3,1,38,3.0,2,1,0,70,1
71552,4,15,1,0,3,2,39,5.0,12,1,0,91,1
69810,3,22,2,0,3,1,28,4.0,4,1,1,94,1
35560,2,7,2,1,1,1,34,5.0,7,1,0,60,1
16367,5,22,2,0,1,1,28,3.0,7,1,0,95,1
55321,2,6,2,0,1,1,32,3.0,4,1,0,55,1
1025,2,3,1,1,3,1,35,4.0,7,1,0,61,1
37058,3,7,2,1,3,1,34,3.0,7,1,0,80,1
46437,7,2,3,0,1,1,22,3.0,1,1,0,56,1
41772,4,15,2,0,3,1,37,5.0,10,1,0,67,1
69370,4,2,2,1,1,1,33,3.0,6,1,0,68,1
21405,2,22,2,0,1,1,36,5.0,9,0,0,71,1
76763,2,4,2,1,3,1,29,5.0,7,0,0,68,1
50504,2,15,2,1,3,1,31,3.0,6,1,0,58,1
56,1,28,1,0,3,1,36,5.0,3,1,0,48,1
74003,2,22,2,0,3,1,29,3.0,1,0,0,69,1
39698,1,2,2,0,1,1,35,4.0,8,1,0,49,1
74905,1,30,2,0,3,1,28,3.0,1,0,1,64,1
78288,1,32,2,0,1,1,29,3.0,3,0,1,60,1
8270,2,21,2,1,3,1,27,2.0,2,1,0,58,1
49731,3,7,2,1,3,1,47,2.0,13,0,0,92,1
2848,3,7,1,1,1,4,37,5.0,6,1,0,90,1
53395,2,7,1,0,1,2,50,3.0,7,1,0,61,1
44927,4,2,1,0,3,1,46,3.0,16,1,0,76,1
75342,1,2,2,1,3,1,43,3.0,10,1,0,49,1
33873,3,10,1,0,1,1,39,4.0,4,1,0,76,1
75708,1,7,1,1,3,1,45,3.0,17,1,0,92,1
56171,3,7,1,1,3,2,39,5.0,12,1,0,84,1
19781,2,14,2,0,1,1,34,5.0,10,1,0,57,1
41773,4,8,2,0,3,1,30,5.0,5,1,0,70,1
77181,4,17,1,0,1,1,43,5.0,5,1,1,92,1
69469,6,4,1,0,1,1,36,3.0,7,1,0,65,1
45879,4,7,1,0,1,1,40,3.0,6,1,0,68,1
60727,4,2,2,1,3,1,29,3.0,1,1,0,65,1
64408,2,4,1,0,1,1,38,3.0,9,0,0,71,1
15374,1,16,2,0,1,1,30,5.0,4,1,0,50,1
16598,6,2,3,0,1,1,25,3.0,2,1,0,58,1
13284,1,20,2,0,3,2,30,5.0,5,1,0,51,1
50422,1,2,2,0,1,1,60,3.0,12,0,1,95,1
73667,6,28,1,0,1,2,35,3.0,7,0,1,72,1
455,2,15,2,1,1,1,33,3.0,10,0,0,69,1
39948,1,13,1,0,3,1,39,5.0,10,0,0,61,1
2302,2,22,2,1,3,1,31,3.0,4,1,0,59,1
3772,5,1,1,0,3,1,30,5.0,5,1,0,84,1
11514,1,1,2,0,1,2,30,3.0,1,0,0,62,1
5306,4,22,2,0,1,1,27,3.0,1,1,0,69,1
55915,5,25,2,0,1,1,29,5.0,3,0,0,87,1
76257,1,7,2,0,1,1,28,3.0,3,1,0,51,1
24968,1,4,2,0,3,1,43,5.0,11,1,0,51,1
18714,1,13,1,0,1,1,59,4.0,14,1,0,48,1
68500,5,2,2,0,3,1,28,5.0,2,1,0,86,1
68263,3,16,2,1,3,1,30,3.0,7,1,1,76,1
50782,2,4,2,1,3,1,33,5.0,7,1,0,55,1
56124,3,2,3,0,1,1,23,3.0,2,1,0,85,1
51569,2,2,1,0,3,2,43,5.0,5,1,0,59,1
19374,2,2,1,1,1,2,49,3.0,17,0,1,86,1
58009,3,26,2,1,3,1,36,5.0,3,0,0,93,1
21244,1,28,1,0,1,1,41,5.0,6,0,0,65,1
18674,2,22,2,1,3,1,34,2.0,9,1,0,57,1
12828,4,7,2,1,1,1,33,5.0,5,1,0,68,1
53357,1,25,2,0,3,1,29,3.0,1,1,0,49,1
73416,1,4,1,0,3,2,40,3.0,7,1,0,50,1
11196,4,16,2,1,3,1,31,5.0,8,1,0,71,1
17882,1,7,2,0,1,1,55,3.0,7,1,0,49,1
61974,4,13,2,1,3,1,30,4.0,8,1,0,82,1
48712,1,2,2,0,1,1,38,3.0,3,1,0,51,1
25592,2,13,1,1,1,1,43,3.0,7,1,0,58,1
39858,1,26,2,0,1,1,33,5.0,6,1,0,48,1
23425,4,2,2,1,3,1,24,3.0,1,1,0,66,1
208,1,7,1,1,3,2,42,4.0,15,1,0,47,1
7083,5,4,2,1,3,1,29,5.0,8,1,0,80,1
15075,3,4,1,0,1,1,34,2.0,5,1,0,78,1
6157,1,28,2,0,1,1,35,5.0,2,0,1,94,1
42108,5,22,1,0,1,2,32,3.0,3,1,0,89,1
16566,5,22,2,0,1,1,29,5.0,5,1,0,87,1
43800,4,2,1,1,1,1,41,4.0,5,1,1,91,1
74856,2,15,2,0,1,1,39,3.0,8,0,0,70,1
6183,2,23,2,0,3,1,29,5.0,6,0,1,71,1
28632,1,2,2,0,3,1,48,5.0,7,1,0,48,1
61923,3,3,2,0,3,1,29,5.0,2,1,0,93,1
78285,1,27,1,0,3,1,42,3.0,2,1,0,94,1
1633,4,13,1,1,3,1,30,5.0,5,1,0,69,1
68467,1,2,1,0,1,1,36,5.0,2,1,0,52,1
55207,1,11,2,0,1,1,36,5.0,9,1,0,46,1
78292,2,2,1,0,1,1,59,2.0,16,1,0,57,1
24234,1,2,1,0,3,1,38,3.0,5,1,0,92,1
34196,2,7,2,0,1,1,28,3.0,4,1,0,62,1
45403,1,2,2,0,3,2,26,4.0,3,1,0,49,1
39820,1,25,1,0,3,1,33,5.0,4,0,0,91,1
62309,2,16,2,1,1,1,49,5.0,3,0,0,66,1
9802,3,7,1,1,3,2,32,4.0,6,1,0,80,1
4938,1,7,2,0,3,1,38,4.0,9,1,0,48,1
76215,1,22,2,1,1,1,27,5.0,2,1,0,95,1
70794,1,7,1,0,1,1,46,4.0,3,1,0,56,1
78102,4,2,1,1,3,1,47,4.0,18,1,0,68,1
46781,1,13,1,0,3,1,37,5.0,9,0,0,63,1
45791,3,15,2,0,1,1,34,4.0,5,1,0,82,1
48099,5,7,2,0,1,1,32,4.0,2,1,0,85,1
38379,3,22,2,0,3,1,29,5.0,2,0,0,88,1
72272,2,23,2,1,1,1,31,5.0,5,1,0,58,1
16418,5,28,1,0,1,2,30,3.0,2,1,0,83,1
11283,7,14,2,0,1,1,28,4.0,5,1,0,48,1
67589,7,17,2,1,1,1,26,5.0,3,1,0,44,1
45260,4,7,1,1,1,1,35,3.0,7,1,0,73,1
7883,8,22,2,0,3,1,28,3.0,6,1,0,87,1
55921,1,28,2,0,1,1,30,5.0,5,1,0,49,1
58581,2,15,1,1,3,1,42,4.0,17,1,0,55,1
45475,4,2,2,1,3,1,33,5.0,4,0,0,81,1
52245,2,2,1,0,3,1,38,5.0,11,0,0,69,1
25504,2,7,2,0,3,1,36,5.0,9,0,0,69,1
17528,2,13,1,0,3,1,33,3.0,6,0,0,72,1
45864,3,7,2,1,3,1,30,5.0,9,0,1,82,1
298,6,30,2,1,1,1,28,5.0,4,1,1,96,1
59026,3,2,1,0,1,1,50,3.0,20,1,0,80,1
60213,1,2,1,0,3,1,50,4.0,11,1,0,99,1
62489,4,2,1,0,3,1,59,5.0,7,0,0,81,1
46257,3,2,2,1,1,1,44,5.0,13,1,0,80,1
60973,2,19,2,0,1,2,34,3.0,7,1,0,63,1
69233,1,7,2,0,3,1,26,4.0,3,1,0,67,1
57211,1,2,2,0,3,1,50,5.0,9,0,0,62,1
1364,1,3,2,0,1,1,29,5.0,4,1,0,51,1
36084,9,22,2,0,2,1,29,3.0,4,1,0,92,1
271,4,2,3,1,3,1,25,5.0,2,1,0,69,1
53126,5,3,2,0,1,1,29,5.0,3,1,0,86,1
55858,2,19,2,0,3,2,32,5.0,4,1,0,60,1
27429,2,15,1,0,3,1,37,5.0,3,0,0,73,1
5727,5,2,1,0,3,2,59,5.0,18,1,0,90,1
42479,1,17,2,0,1,1,26,3.0,1,1,0,49,1
37613,8,2,2,1,3,1,34,3.0,9,0,0,86,1
6981,2,22,2,1,2,1,35,3.0,8,1,0,61,1
10348,2,2,2,0,1,1,30,3.0,7,0,0,70,1
22927,1,7,2,0,1,1,37,3.0,9,0,0,63,1
63751,2,4,2,1,1,1,46,4.0,13,1,0,57,1
14622,1,2,1,0,3,1,47,3.0,9,1,0,49,1
13717,4,7,1,1,3,1,46,5.0,7,0,0,81,1
77521,2,4,2,0,3,1,31,5.0,9,1,0,87,1
28388,1,7,2,0,1,1,28,5.0,2,0,0,60,1
71776,1,2,2,0,2,1,32,5.0,6,0,0,63,1
39787,2,14,3,0,3,1,22,3.0,1,1,0,58,1
67949,4,17,2,1,3,1,31,5.0,5,1,0,71,1
36390,5,20,1,0,1,2,38,5.0,5,1,0,86,1
33386,1,4,2,0,3,1,30,3.0,3,0,0,62,1
46454,3,31,2,1,1,1,29,4.0,3,1,1,95,1
66074,4,11,2,1,1,1,36,3.0,9,1,0,71,1
10481,7,14,2,0,3,1,25,5.0,3,0,0,59,1
30883,1,22,2,1,1,1,26,3.0,1,1,0,52,1
72168,1,23,2,0,3,1,34,5.0,7,1,0,54,1
56384,7,2,2,0,1,1,35,3.0,7,1,0,51,1
64252,2,22,2,0,3,2,31,5.0,3,0,0,70,1
61751,1,13,2,0,1,1,33,3.0,8,1,0,50,1
54552,1,4,2,1,3,1,37,5.0,4,0,1,64,1
27872,1,16,2,0,1,1,29,3.0,3,1,0,52,1
34699,6,8,2,0,3,1,31,3.0,7,1,0,57,1
29663,1,22,2,0,2,1,27,1.0,2,0,0,58,1
32952,5,22,2,0,1,1,37,3.0,3,1,0,85,1
66291,2,22,2,1,1,1,28,5.0,4,1,0,56,1
43491,2,22,2,1,1,3,29,5.0,6,1,0,60,1
75241,4,23,1,1,1,1,35,5.0,8,1,0,72,1
4083,1,13,2,0,1,1,34,5.0,9,0,0,64,1
34825,5,28,2,0,1,2,39,5.0,4,1,0,83,1
11603,4,8,2,1,3,1,31,5.0,7,1,0,70,1
18466,6,27,2,0,1,1,27,3.0,4,0,0,71,1
63812,7,28,2,1,3,1,29,5.0,2,0,1,67,1
2936,1,28,2,0,3,1,37,3.0,7,1,1,88,1
6948,3,2,2,1,1,2,34,3.0,3,1,0,75,1
57903,3,7,2,1,1,1,32,5.0,3,1,0,74,1
21407,4,21,2,0,3,2,40,3.0,6,1,0,73,1
15221,1,27,2,0,1,1,33,4.0,6,1,0,60,1
72081,1,4,1,0,1,1,32,3.0,6,0,0,67,1
53242,5,22,2,0,1,1,36,1.0,6,1,0,84,1
8336,4,2,1,1,3,1,30,3.0,8,1,0,71,1
73461,4,2,1,1,1,1,50,5.0,8,1,0,63,1
2290,2,7,2,1,3,1,33,5.0,7,1,0,65,1
59738,4,13,1,1,1,1,41,2.0,5,1,0,67,1
77416,2,7,2,0,3,1,27,4.0,6,1,1,91,1
